"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.020368625E0,-2.660756772E0,2.858445286E0,6.113797815E0,7.254575093E0
3.030374625E0,-3.428359070E0,2.938579622E0,6.479148806E0,7.897358125E0
3.040381625E0,-3.327566813E0,3.336363364E0,6.719809093E0,8.207305016E0
3.050388625E0,-3.005232910E0,3.558862783E0,6.701511401E0,8.161322455E0
3.060394625E0,-2.703078334E0,3.730448157E0,6.299155721E0,7.803988642E0
3.070401625E0,-2.615553702E0,3.979675199E0,5.685633695E0,7.416560279E0
3.080408625E0,-2.632872277E0,4.343835697E0,5.210992396E0,7.277043819E0
3.090414625E0,-2.772218443E0,4.755876120E0,5.073347186E0,7.486147503E0
3.100421625E0,-3.083134780E0,5.049605736E0,4.996990736E0,7.744298197E0
3.110428625E0,-3.763860317E0,5.375907267E0,5.010061601E0,8.256375759E0
3.120434625E0,-4.286228636E0,5.943333938E0,4.995620733E0,8.868551219E0
3.130441625E0,-4.510849718E0,6.226190071E0,4.819633283E0,9.074253300E0
3.140448625E0,-4.541706644E0,6.631382820E0,4.190124969E0,9.064186925E0
3.150454625E0,-3.154147167E0,6.751315060E0,4.167376961E0,8.537911345E0
3.160461625E0,-2.270409518E0,6.011368046E0,4.186496480E0,7.669293184E0
3.170468625E0,-2.082380312E0,5.004444766E0,3.082165896E0,6.235424748E0
3.180474625E0,-1.664788397E0,3.405116680E0,1.739483799E0,4.170388938E0
3.190481625E0,-1.032382422E0,1.726741839E0,-9.244681835E-1,2.214066907E0
